Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,Inventory ID,Vehicle ID,Receipt Number ,Fund
File Cabinet,83215,HEALTH,7/2/2014,$20.00 ,83258,,3618218088,General Fund
22 HP Printers,83189,MDHA,7/2/2014,$32.00 ,"MDHA-81761, MDHA-81762, MDHA-81763, MDHA-81765, MDHA-81766, MDHA-81767, MDHA-81770, MDHA-81771, MDHA-81781, MDHA-81797, MDHA-81798, MDHA-81799, MDHA-81800, MDHA-81801, MDHA-81772, MDHA-81773, MDHA-81774, MDHA-81775, MDHA-81776, MDHA-81777, MDHA-81778, MDH",,3618195576,Enterprise
16 Flat Screen Monitors,83190,MDHA,7/2/2014,$2.00 ,"MDHA-81834, MDHA-81835, MDHA-81839, MDHA-81833, MDHA-81838, MDHA-81832, MDHA-81837, MDHA-81836, MDHA-81831, MDHA-81841, MDHA-81842, MDHA-81843, MDHA-81845, MDHA-81846, MDHA-81844, MDHA-81840",,3618195580,Enterprise
14 Flat Screen Monitors,83191,MDHA,7/2/2014,$3.00 ,"MDHA-81830, MDHA-81753, MDHA-81748, MDHA-81829, MDHA-81749, MDHA-81750, MDHA-81754, MDHA-81828, MDHA-81755, MDHA-81751, MDHA-81827, MDHA-81756, MDHA-81752, MDHA-81826",,3618195587,Enterprise
10 APC Batteries,83192,MDHA,7/2/2014,$33.00 ,"MDHA-81816, MDHA-81817, MDHA-81818, MDHA-81819, MDHA-81820, MDHA-81821, MDHA-81822, MDHA-81823, MDHA-81824, MDHA-81825",,3619399526,Enterprise
Chair,83193,MDHA,7/2/2014,$37.00 ,MDHA-81271,,3620362037,Enterprise
Chair,83194,MDHA,7/2/2014,$10.01 ,MDHA-81273,,3618644078,Enterprise
Chair,83195,MDHA,7/2/2014,$52.00 ,MDHA-81274,,3618207567,Enterprise
Chair,83196,MDHA,7/2/2014,$21.00 ,MDHA-81278,,3618207573,Enterprise
Chair,83197,MDHA,7/2/2014,$37.00 ,MDHA-81277,,3618207580,Enterprise
Chair,83198,MDHA,7/2/2014,$21.00 ,MDHA-81276,,3618207594,Enterprise
Chair,83199,MDHA,7/2/2014,$23.00 ,MDHA-81275,,3618207604,Enterprise
Chair,83200,MDHA,7/2/2014,$47.00 ,MDHA-81272,,3618207609,Enterprise
Chair,83201,MDHA,7/2/2014,$23.00 ,MDHA-81270,,3618207611,Enterprise
Books,83202,MDHA,7/2/2014,$20.26 ,MDHA-81246,,3618240785,Enterprise
"Vacant Land - 202 Queen Avenue, Nashville, TN 37207",83203,PUBLIC PROPERTY,7/16/2014,"$11,600.00 ",AP15004,,Cashiers Check,General Fund
Plumbing Parts,83204,MDHA,7/3/2014,$155.00 ,MDHA-81221,,3619150982,Enterprise
Assorted Decor,83205,MDHA,7/3/2014,$27.00 ,MDHA-81260,,3618332069,Enterprise
3 Amana AC/Heat Units,83206,MDHA,7/3/2014,"$1,200.00 ",MDHA-81219A,,3618786181,Enterprise
3 Amana AC/Heat Units,83207,MDHA,7/3/2014,"$1,450.15 ",MDHA-81219B,,3618537332,Enterprise
4 Amana AC/Heat Units,83208,MDHA,7/3/2014,"$1,830.00 ",MDHA-81219C,,3620362248,Enterprise
2 McQuay AC/Heat Units,83209,MDHA,7/3/2014,$515.03 ,"MDHA-81211, MDHA-81212",,3618594372,Enterprise
Desk,83210,SURPLUS WAREHOUSE,7/2/2014,$33.00 ,80943,,3618215318,General Fund
Metal Shelf,83211,SURPLUS WAREHOUSE,7/2/2014,$16.01 ,82331,,Money Order,General Fund
Desk,83212,SURPLUS WAREHOUSE,7/2/2014,$4.33 ,82332,,3618291925,General Fund
Olathe Blower,83213,SURPLUS WAREHOUSE,7/2/2014,$174.00 ,82330,,3618206165,General Fund
Guard Security Pad Lock,83214,SURPLUS WAREHOUSE,7/2/2014,$6.00 ,82329,,3618291935,General Fund
3 Chairs,83216,HEALTH,7/2/2014,$29.00 ,"83263, 83264, 83266",,3618269825,General Fund
2 Office Chairs,83217,HEALTH,7/2/2014,$15.81 ,"83261, 83262",,3618291940,General Fund
Chair,83218,HEALTH,7/3/2014,$2.30 ,83265,,3618789378,General Fund
2 Madam Street Pole Light Kits,83219,MDHA,7/3/2014,$81.00 ,MDHA-81220,,3618594378,Enterprise
End Table,83220,HEALTH,7/3/2014,$13.00 ,83267,,3618518822,General Fund
2 Heaters & 6 Mounting Adaptors,83221,MDHA,7/3/2014,$23.00 ,"MDHA-81182, MDHA-81183, MDHA-81184, MDHA-81185, MDHA-81186, MDHA-81187, MDHA-81188, MDHA-81189",,Money Order,Enterprise
2 'Jensen' Cabinets,83222,MDHA,7/3/2014,$12.00 ,"MDHA-81195, MDHA-81194",,3618783437,Enterprise
20 Doors,83223,MDHA,7/3/2014,$46.00 ,MDHA-81190,,3619140369,Enterprise
'Bootz Industries' Sink,83224,MDHA,7/3/2014,$3.08 ,MDHA-81209,,3618392611,Enterprise
'Kingsford' Sink,83225,MDHA,7/3/2014,$27.00 ,MDHA-81207,,3618312025,Enterprise
DA-Lite Projector Screen w/Stand,83226,MDHA,7/3/2014,$27.00 ,MDHA-81239,,3618525596,Enterprise
'Kingsford' Sink,83227,MDHA,7/3/2014,$30.00 ,MDHA-81206A,,3618737031,Enterprise
'Kingsford' Sink,83228,MDHA,7/3/2014,$21.00 ,MDHA-81206B,,3618320735,Enterprise
'Bootz Industries' Sink,83229,MDHA,7/3/2014,$15.88 ,MDHA-81208,,3618783443,Enterprise
'Watts' Regulator,83230,GENERAL SERVICES,7/3/2014,$24.78 ,81909,,3618693451,General Fund
Kimball International Office Chair,83231,GENERAL SERVICES,7/3/2014,$21.00 ,82371,,3619827973,General Fund
76 Hon Co. Chairs,83232,MDHA,7/3/2014,$460.00 ,"MDHA-81279, MDHA-81280, MDHA-81281, MDHA-81282, MDHA-81283, MDHA-81284, MDHA-81285, MDHA-81286, MDHA-81287, MDHA-81288, MDHA-81289, MDHA-81290, MDHA-81291, MDHA-81292, MDHA-81293, MDHA-81294, MDHA-81295, MDHA-81296, MDHA-81297, MDHA-81298, MDHA-81299, MDH",,3619067142,Enterprise
'Coronet' Lamp,83233,GENERAL SERVICES,7/3/2014,$21.00 ,81913,,3618308115,General Fund
"Dayton 20"" 3-Speed Window Fan",83234,MDHA,7/3/2014,$41.40 ,MDHA-81197,,3618491628,Enterprise
"Dayton 20"" 3-Speed Window Fan",83235,MDHA,7/3/2014,$43.00 ,MDHA-81226,,3618624239,Enterprise
Waterloo Tool Box,83236,MDHA,7/3/2014,$21.00 ,MDHA-81196,,3618521640,Enterprise
"Dayton 20"" 3-Speed Window Fan",83237,MDHA,7/3/2014,$41.36 ,MDHA-81228,,3620436709,Enterprise
GE Gas Stove,83238,MDHA,7/3/2014,$175.00 ,MDHA-81223,,3618676680,Enterprise
Jensen Bathroom Cabinet,83239,MDHA,7/3/2014,$10.01 ,MDHA-81192,,3618392614,Enterprise
Jensen Bathroom Cabinet,83240,MDHA,7/3/2014,$12.02 ,MDHA-81193,,3618714011,Enterprise
Metal Shelf,83241,HEALTH,7/3/2014,$18.50 ,82814,,3618795778,General Fund
Metal Shelf,83242,HEALTH,7/3/2014,$36.50 ,82253,,3618795784,General Fund
Louisville Ladder,83243,HEALTH,7/3/2014,$23.00 ,82823,,3618613169,General Fund
Ladder,83244,HEALTH,7/3/2014,$27.00 ,82825,,3618308986,General Fund
6 ft. Louisville Step-Ladder,83245,HEALTH,7/3/2014,$44.00 ,82826,,3618518777,General Fund
Book Case,83246,HEALTH,7/3/2014,$19.00 ,82816,,3618305985,General Fund
Book Case,83247,HEALTH,7/3/2014,$11.35 ,82250,,3618520193,General Fund
Book Case,83248,HEALTH,7/3/2014,$7.50 ,82251,,3618510721,General Fund
PS3 Game,83249,DRUG TASK FORCE,7/3/2014,$2.00 ,TF-315-014H,,3618307074,Enterprise
PS3 Game,83250,DRUG TASK FORCE,7/3/2014,$2.00 ,TF-315-014I,,Cashiers Check,Enterprise
PS3 Game,83251,DRUG TASK FORCE,7/3/2014,$27.00 ,TF-315-014J,,3618751580,Enterprise
PS3 Game,83252,DRUG TASK FORCE,7/3/2014,$10.00 ,TF-315-014K,,Cashiers Check,Enterprise
PS3 Game,83253,DRUG TASK FORCE,7/3/2014,$4.51 ,TF-315-014L,,3618307082,Enterprise
PS3 Game,83254,DRUG TASK FORCE,7/3/2014,$10.01 ,TF-315-014M,,3618751582,Enterprise
PS3 Game,83255,DRUG TASK FORCE,7/3/2014,$9.00 ,TF-315-014N,,3618379644,Enterprise
PS3 Game,83256,DRUG TASK FORCE,7/3/2014,$4.51 ,TF-315-014O,,3618751583,Enterprise
2 PS3 Games,83257,DRUG TASK FORCE,7/3/2014,$10.00 ,TF-315-014P,,3618307086,Enterprise
2 PS3 Games,83258,DRUG TASK FORCE,7/3/2014,$21.00 ,TF-315-014Q,,3618307094,Enterprise
3 PS3 Games,83259,DRUG TASK FORCE,7/3/2014,$11.00 ,TF-315-014R,,3618307104,Enterprise
Nike Air Griffey Max Tennis Shoes,83260,DRUG TASK FORCE,7/3/2014,$53.00 ,TF-315-008K,,3618311704,Enterprise
Nike Air Max 90 Tennis Shoes,83261,DRUG TASK FORCE,7/3/2014,$27.00 ,TF-315-008L,,3618312861,Enterprise
Nike Air Force 1 '07 Tennis Shoes,83262,DRUG TASK FORCE,7/3/2014,$49.00 ,TF-315-008O,,3618311708,Enterprise
Nike Air Zoom Tuff Jet 97 Tennis Shoes,83263,DRUG TASK FORCE,7/3/2014,$69.02 ,TF-315-008P,,3618311718,Enterprise
Adidas Tennis Shoes,83264,DRUG TASK FORCE,7/3/2014,$16.00 ,TF-315-008M,,3618311720,Enterprise
Jordan Tennis Shoes,83265,DRUG TASK FORCE,7/3/2014,$83.00 ,TF-315-008N,,3619928851,Enterprise
Nike Boots,83267,DRUG TASK FORCE,7/3/2014,$42.00 ,TF-315-008R,,3619928863,Enterprise
Nike Air Zoom Turf Jet '97 Tennis Shoes,83268,DRUG TASK FORCE,7/3/2014,$65.00 ,TF-315-008S,,3618487647,Enterprise
2002 Chevrolet Monte Carlo,83269,DRUG TASK FORCE,7/3/2014,$915.50 ,TF-316-115,,Money Order,Enterprise
2001 Lexus LS430,83270,DRUG TASK FORCE,7/3/2014,"$5,051.00 ",TF-313-058,,Cashiers Check,Enterprise
2005 Chevrolet Tahoe,83271,POLICE STATE DRUG FUND,7/3/2014,"$2,700.00 ",,,Cashiers Check,Enterprise
2000 Lincoln LS,83272,POLICE STATE DRUG FUND,7/3/2014,$700.01 ,,,3618783732,Enterprise
1998 Toyota Camry,83273,POLICE STATE DRUG FUND,7/3/2014,"$2,925.00 ",,,Cashiers Check,Enterprise
2005 Chrysler 300,83274,POLICE STATE DRUG FUND,7/3/2014,"$3,975.10 ",,,Money Order,Enterprise
2003 Lexus LS430,83275,POLICE STATE DRUG FUND,7/3/2014,"$7,850.00 ",,,3618457278,Enterprise
10 Chairs,83276,SOCIAL SERVICES,7/7/2014,$103.00 ,"82310, 82311, 82312, 82313, 82314, 82315, 82316, 82317, 82318, 82319",,3618732205,General Fund
File Cabinet,83277,POLICE DEPARTMENT,7/7/2014,$11.01 ,82425,,3620362763,General Fund
File Cabinet,83278,POLICE DEPARTMENT,7/7/2014,$5.00 ,82426,,Money Order,General Fund
Desk,83279,ARCHIVES,7/7/2014,$3.00 ,83321,,3618564106,General Fund
Desk,83280,ARCHIVES,7/7/2014,$19.55 ,83322,,3618564107,General Fund
Desk,83281,ARCHIVES,7/7/2014,$10.01 ,83324,,3618564108,General Fund
Steelcase Desk,83283,ARCHIVES,7/7/2014,$62.00 ,83325,,3618681154,General Fund
CPU Desk,83284,ARCHIVES,7/7/2014,$7.69 ,83323,,3618564112,General Fund
CPU Desk,83285,ARCHIVES,7/7/2014,$42.00 ,83326,,3618795790,General Fund
Stand,83286,ARCHIVES,7/7/2014,$5.00 ,83375,,3618601320,General Fund
Can-Am File Cabinet,83287,ARCHIVES,7/7/2014,$52.00 ,83316,,3618501984,General Fund
Magnavox VCR,83288,ARCHIVES,7/7/2014,$2.00 ,83376,,3618499388,General Fund
Steelcase File Cabinet,83289,ARCHIVES,7/7/2014,$21.00 ,83315,,3618501994,General Fund
File Cabinet,83290,HEALTH,7/7/2014,$27.00 ,83271,,3618784104,General Fund
Assorted Electronics,83291,HEALTH,7/7/2014,$15.50 ,"82818, 82819, 82820, 82821, 82827, 82828, 82829",,3619827980,General Fund
Table,83292,HEALTH,7/7/2014,$24.00 ,82817,,3618564121,General Fund
Shelving,83293,PUBLIC LIBRARY,7/7/2014,"$1,130.01 ",80801,,Money Order,General Fund
Light Fixtures,83294,WATER SERVICES,7/7/2014,$151.02 ,WS-80957,,Money Order,Enterprise
Fencing,83296,GENERAL SERVICES,7/7/2014,$40.01 ,81861,,3618621262,General Fund
Concrete Drainage Tank,83298,GENERAL SERVICES,7/7/2014,$29.00 ,81865,,3619827990,General Fund
Service Welding & Machine Gas Tank,83299,GENERAL SERVICES,7/7/2014,$195.00 ,81866,,3618703079,General Fund
2 Chairs,83300,GENERAL SERVICES,7/7/2014,$7.69 ,"82416, 82418",,3618796124,General Fund
Assorted Printer Cartridges,83301,PUBLIC DEFENDER,7/8/2014,$9.00 ,79911,,3618604123,General Fund
Table,83302,HEALTH,7/8/2014,$6.00 ,80205,,3619054826,General Fund
33 Dell Computers,83305,SHERIFF,7/8/2014,$750.00 ,"82053, 82059, 82089, 82048, 82058, 82057, 82041, 82076, 82040, 82027, 82032, 82039, 82061, 82024, 82042, 82046, 82084, 82088, 82072, 82078, 82049, 82054, 82022, 82073, 82066, 82045, 82085, 82077, 82069, 82038, 82036, 82050, 82086",,Cashiers Check,General Fund
41 Dell Computers,83306,SHERIFF,7/8/2014,$825.00 ,"82071, 82074, 82023, 82034, 82037, 82047, 82070, 82060, 82063, 82043, 82064, 82029, 82094, 82093, 82092, 82091, 82095, 82065, 82051, 82068, 82052, 82044, 82026, 82082, 82083, 82033, 82081, 82031, 82030, 82055, 82067, 82025, 82079, 82087, 82056, 82075, 820",,Cashiers Check,General Fund
7 Dell Computers,83309,MDHA,7/8/2014,$100.01 ,"MDHA-81740, MDHA-81737, MDHA-81733, MDHA-81732, MDHA-81735, MDHA-81736, MDHA-81730",,Cashiers Check,Enterprise
1 Batch of Wire,83310,RADIO COMMUNICATIONS,7/8/2014,$101.00 ,RC-82781,,Money Order,Enterprise
1 Batch of Wire,83311,RADIO COMMUNICATIONS,7/8/2014,$100.01 ,RC-82782,,Money Order,Enterprise
Computer Brackets,83312,RADIO COMMUNICATIONS,7/8/2014,$18.50 ,RC-82780,,Money Order,Enterprise
Computer Brackets,83313,RADIO COMMUNICATIONS,7/8/2014,$19.50 ,RC-82779,,Money Order,Enterprise
8 Chairs,83315,ARCHIVES,7/8/2014,$42.13 ,"82738, 82739, 82740, 82741, 82742, 82743, 82744, 82745",,Cashiers Check,General Fund
6 Chairs,83316,ARCHIVES,7/8/2014,$13.00 ,"82746, 82747, 82748, 82749, 82750, 82751",,Cashiers Check,General Fund
Book Case,83317,GENERAL SERVICES,7/8/2014,$16.00 ,82695,,3619054835,General Fund
Book Case,83318,GENERAL SERVICES,7/8/2014,$9.01 ,82696,,Money Order,General Fund
File Cabinet,83319,GENERAL SERVICES,7/8/2014,$27.00 ,82663,,3618796135,General Fund
18 HP Computers,83320,ECD COMMUNICATIONS,7/8/2014,$150.01 ,"ECD-80856, ECD-80814, ECD-80808, ECD-80853, ECD-80831, ECD-80837, ECD-80823, ECD-80857, ECD-80855, ECD-80824, ECD-80813, ECD-80854, ECD-80845, ECD-80832, ECD-80848, ECD-80818, ECD-80812, ECD-80843",,3618626078,Enterprise
"Samsung 46"" LCD Flat Screen TV",83321,DRUG TASK FORCE,7/9/2014,$310.01 ,TF-315-009,,3618688739,Enterprise
"Sony Bravia 52"" LCD Flat Screen TV",83322,DRUG TASK FORCE,7/9/2014,$410.50 ,TF-315-004,,3619059810,Enterprise
Fender Stratocaster Guitar,83323,DRUG TASK FORCE,7/9/2014,$860.00 ,TF-315-003,,3619023267,Enterprise
XBox 360,83324,DRUG TASK FORCE,7/9/2014,$63.25 ,TF-315-017,,3619062589,Enterprise
Compaq Laptop,83325,DRUG TASK FORCE,7/9/2014,$62.52 ,TF-315-007,,3618695939,Enterprise
New Era Hat,83326,DRUG TASK FORCE,7/9/2014,$11.00 ,TF-315-013A,,3619324843,Enterprise
New Era Hat,83327,DRUG TASK FORCE,7/9/2014,$11.00 ,TF-315-013B,,3618713127,Enterprise
New Era Hat,83328,DRUG TASK FORCE,7/9/2014,$15.10 ,TF-315-013C,,3619324845,Enterprise
New Era Hat,83329,DRUG TASK FORCE,7/9/2014,$12.00 ,TF-315-013D,,3618782995,Enterprise
New Era Hat,83330,DRUG TASK FORCE,7/9/2014,$11.00 ,TF-315-013F,,3618713471,Enterprise
New Era Hat,83331,DRUG TASK FORCE,7/9/2014,$13.00 ,TF-315-013H,,3619324849,Enterprise
New Era Hat,83332,DRUG TASK FORCE,7/9/2014,$13.00 ,TF-315-013E,,3618783002,Enterprise
New Era Hat,83333,DRUG TASK FORCE,7/9/2014,$11.00 ,TF-315-013G,,3619928868,Enterprise
New Era Hat,83334,DRUG TASK FORCE,7/9/2014,$12.00 ,TF-315-013I,,3618783006,Enterprise
2007 Nissan Altima,83336,DRUG TASK FORCE,7/10/2014,"$6,100.00 ",TF-318-075,,Cashiers Check,Enterprise
2008 Ford F-350,83337,DRUG TASK FORCE,7/10/2014,"$18,600.00 ",TF-318-074,,Cashiers Check,Enterprise
2008 Hyundai Sonata,83338,DRUG TASK FORCE,7/10/2014,"$4,426.00 ",TF-318-073,,Money Order,Enterprise
2011 Toyota Tundra,83339,DRUG TASK FORCE,7/14/2014,"$30,403.00 ",TF-318-072,,Cashiers Check,Enterprise
18 HP Computers,83340,ECD COMMUNICATIONS,7/10/2014,$57.00 ,"ECD-80847, ECD-80811, ECD-80838, ECD-80844, ECD-80820, ECD-80810, ECD-80829, ECD-80852, ECD-80819, ECD-80830, ECD-80851, ECD-80834, ECD-80815, ECD-80850, ECD-80836, ECD-80826, ECD-80841, ECD-80839",,3618794631,Enterprise
18 Computers,83341,ECD COMMUNICATIONS,7/10/2014,$90.01 ,"ECD-80840, ECD-80862, ECD-80863, ECD-80861, ECD-80860, ECD-80816, ECD-80828, ECD-80846, ECD-80849, ECD-80833, ECD-80809, ECD-80827, ECD-80817, ECD-80821, ECD-80835, ECD-80842, ECD-80822, ECD-80825",,3619230666,Enterprise
2005 ATM Dual Axle Trailer,83342,DRUG TASK FORCE,7/10/2014,"$1,825.00 ",TF-318-077,,3619240647,Enterprise
Desk,83343,ARCHIVES,7/10/2014,$45.00 ,83320,,3618781824,General Fund
Office Furniture,83344,ARCHIVES,7/10/2014,$42.00 ,"82755, 82774, 82778, 82753, 82777, 82752, 82754",,Cashiers Check,General Fund
Shelf,83345,ARCHIVES,7/10/2014,$11.00 ,83372,,3618795142,General Fund
Shelf,83346,ARCHIVES,7/10/2014,$11.00 ,83373,,3618795514,General Fund
Shelf,83347,ARCHIVES,7/10/2014,$10.01 ,83371,,3618795811,General Fund
Shelf,83348,ARCHIVES,7/10/2014,$5.01 ,83369,,3618975544,General Fund
Shelf,83349,ARCHIVES,7/10/2014,$6.01 ,83370,,3619054838,General Fund
Stove,83350,MDHA,7/10/2014,$52.00 ,MDHA-81224,,3619061939,Enterprise
Stove,83351,MDHA,7/10/2014,$73.00 ,MDHA-81222,,3619061946,Enterprise
File Cabinet,83352,GENERAL SERVICES,7/10/2014,$8.02 ,82689,,3618862683,General Fund
File Cabinet,83353,GENERAL SERVICES,7/10/2014,$24.00 ,82690,,3619128463,General Fund
Cart,83354,GENERAL SERVICES,7/10/2014,$50.01 ,82687,,3619128831,General Fund
Refrigerator,83356,GENERAL SERVICES,7/10/2014,$29.00 ,81914,,3618787204,General Fund
Book Case,83357,HEALTH,7/10/2014,$11.00 ,83273,,3619129076,General Fund
Shelf,83358,HEALTH,7/10/2014,$7.51 ,83268,,3619090099,General Fund
Shelf,83359,HEALTH,7/10/2014,$6.01 ,83269,,3619090104,General Fund
Shelf,83360,GENERAL SERVICES,7/14/2014,$11.80 ,83292,,3619129255,General Fund
6 Chairs w/Writing Pads,83361,M.T.A,7/14/2014,$42.00 ,"MTA-82863, MTA-82864, MTA-82865, MTA-82866, MTA-82834, MTA-82835",,3619069506,Enterprise
4 Chairs w/Writing Pads,83362,M.T.A,7/14/2014,$21.00 ,"MTA-82843, MTA-82844, MTA-82845, MTA-82846",,3619329968,Enterprise
Book Case,83363,ARCHIVES,7/14/2014,$5.00 ,83521,,3619109237,General Fund
Book Case,83364,ARCHIVES,7/14/2014,$5.00 ,83522,,3619109238,General Fund
Book Case,83365,ARCHIVES,7/14/2014,$16.01 ,83523,,3619110801,General Fund
Book Case,83366,ARCHIVES,7/14/2014,$9.00 ,83524,,3619110885,General Fund
Sew Eurodrive Gearbox,83367,WATER SERVICES,7/14/2014,$32.00 ,WS-82955,,3619041111,Enterprise
Dell Computer,83368,MDHA,7/15/2014,$26.00 ,MDHA-82287,,3619717540,Enterprise
Dell Computer,83369,MDHA,7/15/2014,$22.00 ,MDHA-82288,,3619826590,Enterprise
Dell Computer,83370,MDHA,7/15/2014,$20.52 ,MDHA-82285,,3619145504,Enterprise
Dell Computer,83372,MDHA,7/15/2014,$22.51 ,MDHA-82283,,3619325564,Enterprise
Dell Computer,83373,MDHA,7/15/2014,$17.01 ,MDHA-82265,,3620575124,Enterprise
Dell Computer,83374,MDHA,7/15/2014,$21.99 ,MDHA-82286,,3619325224,Enterprise
Dell Computer,83375,MDHA,7/15/2014,$16.02 ,MDHA-82284,,3620575133,Enterprise
15 Dell Computers,83376,MDHA,7/15/2014,$205.00 ,"MDHA-82291, MDHA-82281, MDHA-82292, MDHA-82293, MDHA-82280, MDHA-82282, MDHA-82297, MDHA-82296, MDHA-82295, MDHA-82266, MDHA-82290, MDHA-82272, MDHA-82289, MDHA-82298, MDHA-82299",,3620575142,Enterprise
18 Dell Computers,83377,MDHA,7/15/2014,$50.01 ,"MDHA-82267, MDHA-82268, MDHA-82273, MDHA-82274, MDHA-82269, MDHA-82275, MDHA-82306, MDHA-82305, MDHA-82304, MDHA-82302, MDHA-82301, MDHA-82303, MDHA-82278, MDHA-82300, MDHA-82279, MDHA-82277, MDHA-82270, MDHA-82276",,Cashiers Check,Enterprise
Virginia Mill Works Co. Hardwood Flooring,83381,DRUG TASK FORCE,7/16/2014,"$1,482.00 ",TF-318-003A,,Cashiers Check,Enterprise
Virginia Mill Works Co. Hardwood Flooring,83382,DRUG TASK FORCE,7/16/2014,"$1,535.00 ",TF-318-003B,,Cashiers Check,Enterprise
Virginia Mill Works Co. Hardwood Flooring,83383,DRUG TASK FORCE,7/16/2014,"$1,700.00 ",TF-318-003C,,Cashiers Check,Enterprise
Stair Tek Stair Tread,83384,DRUG TASK FORCE,7/16/2014,$258.00 ,TF-318-003D,,Cashiers Check,Enterprise
"4 Hankook Tires w/22"" Rims",83385,DRUG TASK FORCE,7/16/2014,$510.01 ,TF-318-007,,Money Order,Enterprise
Milwaukee Sawzall w/Case,83386,DRUG TASK FORCE,7/16/2014,$59.00 ,TF-318-035,,3619426903,Enterprise
Bostitch Nail Gun w/Case,83387,DRUG TASK FORCE,7/16/2014,$38.99 ,TF-318-037,,3619937557,Enterprise
Porter-Cable Hand Saw w/Case,83388,DRUG TASK FORCE,7/16/2014,$43.50 ,TF-318-034,,3619427168,Enterprise
Makita Planer w/Case,83389,DRUG TASK FORCE,7/16/2014,$68.00 ,TF-318-036,,3619283988,Enterprise
Husky Tool Bag w/Assorted Tools,83390,DRUG TASK FORCE,7/16/2014,$45.00 ,TF-318-056,,3619427379,Enterprise
DeWalt 4.5 Gallon Air Compressor,83391,DRUG TASK FORCE,7/16/2014,$155.03 ,TF-318-058,,3619342183,Enterprise
Johnson 2 ft. Level,83392,DRUG TASK FORCE,7/16/2014,$9.00 ,TF-318-047,,3619427586,Enterprise
DeWalt Jig Saw w/Case,83393,DRUG TASK FORCE,7/16/2014,$73.12 ,TF-318-033,,3619283189,Enterprise
Bostitch Nail Gun w/Case,83394,DRUG TASK FORCE,7/16/2014,$55.02 ,TF-318-032,,3619283194,Enterprise
Husky Carry Box w/Assorted Tools,83395,DRUG TASK FORCE,7/16/2014,$37.00 ,TF-318-057,,3619427703,Enterprise
Arrow Staple Gun,83396,DRUG TASK FORCE,7/16/2014,$2.00 ,TF-318-053,,3619295420,Enterprise
Makita 18v Cordless Drill,83397,DRUG TASK FORCE,7/16/2014,$50.01 ,TF-318-048,,3619232632,Enterprise
Makita 18v Cordless Drill,83398,DRUG TASK FORCE,7/16/2014,$60.25 ,TF-318-049,,3619816838,Enterprise
Makita 18v Cordless Drill,83399,DRUG TASK FORCE,7/16/2014,$88.63 ,TF-318-050,,3619232777,Enterprise
3M Aspirator,83400,DRUG TASK FORCE,7/16/2014,$3.00 ,TF-318-052,,3619427833,Enterprise
Serving Line,83401,SCHOOL BOARD WAREHOUSE,7/17/2014,$150.01 ,SBS-7061,,3620371059,Enterprise
South Bend Double Oven,83402,SCHOOL BOARD WAREHOUSE,7/17/2014,$151.00 ,SBS-7069A,,3619927808,Enterprise
South Bend Double Oven,83403,SCHOOL BOARD WAREHOUSE,7/17/2014,$351.00 ,SBS-7069B,,3619927812,Enterprise
South Bend Oven,83404,SCHOOL BOARD WAREHOUSE,7/17/2014,$410.00 ,SBS-7070,,3619927815,Enterprise
Toast Master Double Oven,83405,SCHOOL BOARD WAREHOUSE,7/17/2014,$46.00 ,SBS-7067,,3620371069,Enterprise
Toast Master Double Oven,83406,SCHOOL BOARD WAREHOUSE,7/17/2014,$331.00 ,SBS-7059,,3619717583,Enterprise
Hussmann Double Oven,83407,SCHOOL BOARD WAREHOUSE,7/17/2014,$118.03 ,SBS-7066,,3619927817,Enterprise
Table w/Pot Rack,83408,SCHOOL BOARD WAREHOUSE,7/17/2014,$213.00 ,SBS-7068,,3619629820,Enterprise
Victory Refrigerator,83409,SCHOOL BOARD WAREHOUSE,7/17/2014,$108.03 ,SBS-7055,,3619927829,Enterprise
Victory Refrigerator,83410,SCHOOL BOARD WAREHOUSE,7/17/2014,$108.03 ,SBS-7060,,3619927947,Enterprise
South Bend Fryer,83411,SCHOOL BOARD WAREHOUSE,7/17/2014,$411.00 ,SBS-7052,,3619717589,Enterprise
South Bend Steamer,83412,SCHOOL BOARD WAREHOUSE,7/17/2014,$42.00 ,SBS-7053,,3619927952,Enterprise
Ford E-350 Cargo Van,83413,SCHOOL BOARD,7/17/2014,"$2,375.00 ",,M-801,Cashiers Check,Enterprise
2003 Ford E-350 Cargo Van,83414,SCHOOL BOARD,7/17/2014,"$4,175.00 ",,M-115,Cashiers Check,Enterprise
2003 Ford E-350 Cargo Van,83415,SCHOOL BOARD,7/17/2014,"$4,015.00 ",,M-203,Cashiers Check,Enterprise
2003 Ford E-350 Cargo Van,83416,SCHOOL BOARD,7/17/2014,"$3,800.00 ",,M-803,Cashiers Check,Enterprise
2003 Ford E-350 Cargo Van,83417,SCHOOL BOARD,7/17/2014,"$3,190.01 ",,M-802,Cashiers Check,Enterprise
2003 Ford E-350 Cargo Van,83418,SCHOOL BOARD,7/17/2014,"$3,402.00 ",,M-804,3619329466,Enterprise
2006 Dodge Charger,83419,DRUG TASK FORCE,7/17/2014,"$7,150.00 ",,20-014,Money Order,Enterprise
South Bend Double Oven,83420,SCHOOL BOARD WAREHOUSE,7/21/2014,$94.00 ,SBS-7071,,3620371080,Enterprise
South Bend Double Oven,83421,SCHOOL BOARD WAREHOUSE,7/21/2014,$194.76 ,SBS-7073,,3619603917,Enterprise
